"person","item_MR05","item_MR01","item_MR08","item_MR07","item_MR02","item_MR03","item_MR04","item_MR10","item_MR09","item_MR06"
3271,0,0,0,0,0,0,0,0,0,0
3272,0,1,0,0,0,0,0,0,0,1
3273,0,1,1,1,0,1,1,1,1,1
3274,1,1,1,0,1,1,1,1,1,1
3275,0,1,1,0,0,1,0,0,1,1
3277,0,0,0,0,0,0,0,0,0,0
3284,0,1,1,1,1,1,1,0,0,1
3285,1,1,0,1,1,0,0,1,0,1
3288,0,1,0,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0,0,0,0
3334,0,1,0,0,0,1,0,0,0,0
3335,0,1,0,0,0,1,1,0,0,0
3336,1,1,1,1,1,1,1,1,1,1
3337,0,0,0,0,0,0,0,0,0,0
3338,1,1,1,1,1,1,1,0,1,0
3339,0,1,1,1,0,1,1,1,0,1
3341,1,1,1,1,1,1,1,1,0,0
3344,0,1,1,0,0,0,0,0,0,0
3346,0,0,0,0,0,0,0,0,0,0
3347,1,1,1,1,1,1,1,1,1,1
3348,1,1,0,0,0,0,0,0,0,1
3349,0,1,0,0,0,0,0,0,0,0
3350,0,1,0,0,0,0,0,0,0,0
3351,1,1,0,1,1,1,1,1,0,1
3352,0,1,0,0,0,0,0,0,0,0
3354,1,1,1,0,0,1,1,0,0,1
3355,1,1,1,1,1,1,0,0,1,1
3357,0,0,0,0,0,0,0,0,0,0
3358,0,0,0,0,0,0,0,0,0,0
3359,NA,1,1,0,1,1,1,0,0,0
3361,0,1,0,0,0,0,0,0,0,0
3363,0,1,1,1,1,1,1,0,0,1
3364,0,1,0,0,0,0,0,0,0,0
3366,0,1,1,1,1,1,0,1,0,1
3367,0,1,1,1,0,1,1,0,1,1
3370,0,0,0,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0,0,0
3376,0,1,0,0,1,1,1,0,0,1
3378,1,1,1,1,1,0,1,0,1,1
3380,0,1,0,0,0,0,1,0,0,0
3381,1,1,1,0,1,1,1,1,1,0
3383,1,1,1,0,1,1,0,1,1,1
3384,1,1,1,1,1,1,0,1,0,1
3386,0,1,0,0,0,1,0,0,0,0
3388,0,0,0,0,0,0,0,0,0,0
3389,0,1,0,0,0,0,0,0,0,0
3390,0,1,0,0,1,1,1,1,0,0
